Material,Heat treatment,Su,Sy,A5,Bhn,E,G,mu,Ro,C,Mn,P,S,Si,Ni,Cr,Mo,Fe
Steel 20G GOST 1050-88,Quenching and cooling in the water,570,420,12.089571428571428,,204000,79000,0.29,7820,0.177814,0.565021,0.030215,0.017513,0.211785,0.0,0.175859,0.0,98.821793
Steel 30G GOST 1050-88,normalized,550,320,15.594,,200000,77000,0.3,7810,0.368549,0.57427,3.9e-05,0.037169,0.19005,0.0,0.0,0.0,98.829923
Steel 30G GOST 1050-88,Quenching and cooling in the water,680,560,11.43,,200000,77000,0.3,7810,0.371578,0.633065,0.016873,0.024451,0.351283,0.0,0.0,0.0,98.60275
Steel 40G GOST 1050-88,normalized,600,360,13.16,,204000,79000,0.29,7810,0.399302,0.668459,0.023509,0.005851,0.176314,0.0,0.0,0.0,98.726566
Steel 40G GOST 1050-88,Quenching and cooling in the water,840,590,11.686,,204000,79000,0.29,7810,0.398924,0.606223,0.010743,0.015581,0.275116,0.0,0.0,0.0,98.693414
Steel 50G GOST 1050-88,normalized,660,400,12.642333333333333,,216000,84000,0.29,7810,0.535091,0.53237,0.007105,0.032327,0.230712,0.0,0.115158,0.0,98.547238
Steel 50G GOST 1050-88,Quenching and cooling in the water,820,560,16.80500000000001,,216000,84000,0.29,7810,0.533997,0.537066,0.007153,0.008901,0.264628,0.0,0.097002,0.0,98.551254
Steel 65G GOST 1050-88,normalized,750,440,13.966666666666667,,215000,83000,0.3,7850,0.644617,0.545633,0.00999,0.018296,0.210234,0.0,0.206915,0.0,98.364315
Steel 65G GOST 1050-88,Improved,900,700,14.131666666666666,,215000,83000,0.3,7850,0.597558,0.656116,0.022893,0.005004,0.20311,0.0,0.134142,0.0,98.381177
Steel 65G GOST 1050-88,Quenching and cooling in the water,1500,1250,7.550666666666667,,215000,83000,0.3,7850,0.647584,0.778062,0.006804,0.034659,0.319604,0.0,0.127754,0.0,98.085532
Steel 20Ch GOST 4543-71,normalized,600,300,15.697333333333336,,216000,83000,0.3,7830,0.2,0.284265,0.024835,0.011434,0.350547,0.0,0.179317,0.0,98.949602
Steel 20Ch GOST 4543-71,Improved,700,500,16.23533333333332,,216000,83000,0.3,7830,0.2,0.349163,0.009486,0.023407,0.287127,0.0,0.083839,0.0,99.046978
Steel 20Ch GOST 4543-71,Quenching and cooling in the oil,850,630,15.244333333333337,,216000,83000,0.3,7830,0.2,0.102752,0.007129,0.008212,0.301367,0.0,0.348849,0.0,99.03169
Steel 40Ch GOST 4543-71,normalized,630,330,14.473666666666668,,214000,83000,0.29,7850,0.4,0.708862,0.003244,0.006799,0.320149,0.0,0.1,0.0,98.460945
Steel 40Ch GOST 4543-71,Improved,800,650,15.470000000000002,,214000,83000,0.29,7850,0.4,0.31879,0.021844,0.02173,0.184552,0.0,0.1,0.0,98.953084
Steel 40Ch GOST 4543-71,Quenching and cooling in the oil,1100,900,9.749999999999991,,214000,83000,0.29,7850,0.4,0.120372,0.01248,0.015501,0.261903,0.0,0.1,0.0,99.089744
Steel 40Ch GOST 4543-71,Quenching and cooling in the oil,1300,1100,9.18788888888889,,214000,83000,0.29,7850,0.4,0.389125,0.004924,0.019519,0.357025,0.0,0.1,0.0,98.729408
Steel 45Ch GOST 4543-71,normalized,650,350,14.853333333333333,,206000,79000,0.3,7820,0.45,0.572082,0.014865,0.044358,0.294827,0.0,0.1,0.0,98.523869
Steel 45Ch GOST 4543-71,Improved,950,750,10.110666666666667,,206000,79000,0.3,7820,0.45,0.741514,0.008617,0.043093,0.282733,0.0,0.1,0.0,98.374043
Steel 45Ch GOST 4543-71,Quenching and cooling in the oil,1400,1200,6.581388888888888,,206000,79000,0.3,7820,0.45,0.575908,0.029957,0.001584,0.304476,0.0,0.1,0.0,98.538075
Steel 50Ch GOST 4543-71,normalized,650,350,20.468000000000004,,207000,80000,0.29,7860,0.5,0.8,0.03497,0.038281,0.8,0.0,0.0,0.0,97.82675
Steel 50Ch GOST 4543-71,Quenching and cooling in the oil,1500,1300,7.73888888888889,,207000,80000,0.29,7860,0.5,0.8,0.037483,0.014027,0.8,0.0,0.0,0.0,97.848491
Steel 10G2 GOST 4543-71,normalized,430,250,14.296666666666667,,204000,79000,0.29,7790,0.360901,1.206063,0.013779,0.006782,0.8,0.0,0.0,0.0,97.612475
Steel 35G2 GOST 4543-71,normalized,630,370,12.161666666666667,,204000,79000,0.29,7790,0.326228,1.847284,0.022936,0.017091,0.229313,0.0,0.0,0.0,97.557148
Steel 35G2 GOST 4543-71,Quenching and cooling in the water,800,650,10.676666666666666,249.0,204000,79000,0.29,7790,0.33966,1.765423,0.027819,0.010714,0.253075,0.0,0.0,0.0,97.60331
Steel 40G2 GOST 4543-71,normalized,670,390,13.31,,212000,82000,0.29,7800,0.4,1.0296,0.034552,0.035862,0.364983,2.834845,0.0,0.0,95.300157
Steel 40G2 GOST 4543-71,Quenching and cooling in the oil,1120,950,8.855222222222222,331.0,212000,82000,0.29,7800,0.4,1.081956,0.025937,0.023178,0.276011,1.996901,0.0,0.0,96.196017
Steel 45G2 GOST 4543-71,normalized,700,410,13.76,,204000,79000,0.29,7810,0.442062,0.73245,0.005124,0.036665,0.272158,2.755416,0.0,0.0,95.756126
Steel 45G2 GOST 4543-71,Quenching and cooling in the oil,850,700,10.84,295.0,204000,79000,0.29,7810,0.489652,0.864408,0.021476,0.003867,0.223956,2.692745,0.0,0.0,95.703897
Steel 33ChS GOST 4543-71,normalized,600,300,14.380999999999998,,214000,83000,0.29,7640,0.33,1.113502,0.001811,0.013742,0.216354,0.976002,1.143554,0.0,96.205036
Steel 33ChS GOST 4543-71,Quenching and cooling in the oil,900,700,13.74066666666667,,214000,83000,0.29,7640,0.33,1.039601,0.019845,0.011256,0.214304,1.603212,1.185442,0.0,95.59634
Steel 38ChS GOST 4543-71,Improved,950,750,10.452666666666666,,211000,82000,0.29,7640,0.33,0.973265,0.029776,0.000978,0.374441,0.890481,1.230944,0.0,96.170116
Steel 30ChM GOST 4543-71,Quenching and cooling in the oil,950,750,10.356999999999998,,208000,80000,0.3,7820,0.33,0.829341,0.006835,0.002232,0.152896,2.112226,1.066264,0.0,95.500205
Steel 35ChM GOST 4543-71,Quenching and cooling in the oil,1000,850,9.378333333333334,270.0,213000,82000,0.3,7820,0.370791,0.993519,0.001642,0.002509,0.385667,0.0,0.891415,0.0,97.354456
Steel 35ChM GOST 4543-71,Quenching and cooling in the oil,1600,1400,8.97,,213000,82000,0.3,7820,0.341053,0.797634,0.023557,0.007396,0.252843,0.0,1.018376,0.0,97.55914
Steel 18ChG GOST 4543-71,Quenching and cooling in the oil,800,735,10.0,187.0,213000,82000,0.3,7820,0.18,0.67951,0.029412,0.345893,0.234405,0.0,1.0,0.0,97.53078
Steel 18ChGT GOST 4543-71,normalized,700,430,13.243000000000002,,211000,82000,0.29,7800,0.18,0.567719,0.011965,0.223376,0.36767,0.0,1.0,0.0,97.649271
Steel 18ChGT GOST 4543-71,"Case hardening,quenching and cooling in the oil",1000,800,9.0,,211000,82000,0.29,7800,0.18,0.566265,0.037764,0.049928,0.259128,0.0,1.0,0.0,97.906914
Steel 30ChGT GOST 4543-71,Quenching and cooling in the oil,1250,1050,8.569722222222225,,212000,82000,0.29,7800,0.274877,0.218254,0.017741,0.217,0.299184,0.0,1.105409,0.0,97.867535
Steel 30ChGT GOST 4543-71,"Case hardening,quenching and cooling in the oil",1100,800,9.957333333333333,,212000,82000,0.29,7800,0.294785,0.292192,0.03019,0.488231,0.335375,0.0,0.945074,0.0,97.614152
Steel 20ChGSA GOST 4543-71,Quenching and cooling in the oil,800,650,14.975666666666669,,213000,82000,0.3,7760,0.173492,0.465759,0.022493,0.288107,0.345539,1.065799,0.896999,0.0,96.741812
Steel 20ChGNR GOST 4543-71,Quenching and cooling in the oil,1300,1200,8.540000000000001,,213000,82000,0.3,7800,0.290025,0.606762,0.021309,0.248924,0.324339,0.926654,0.986146,0.0,96.595841
Steel 20ChGNR GOST 4543-71,Quenching and cooling in the oil,1450,1400,9.161777777777777,,213000,82000,0.3,7800,0.205314,0.436265,0.021897,0.011168,0.368807,1.093885,0.900498,0.0,96.962167
Steel 40ChFA GOST 4543-71,Quenching and cooling in the oil,900,750,10.0,,215000,83000,0.3,7810,0.383047,0.638988,0.02075,0.333945,0.257393,0.872438,0.848815,0.0,96.644626
Steel 40ChFA GOST 4543-71,Quenching and cooling in the oil,1600,1300,7.635555555555556,,215000,83000,0.3,7810,0.369071,0.482612,0.001009,0.076809,0.304037,0.846979,0.886324,0.0,97.033158
Steel 40ChN GOST 4543-71,normalized,780,460,13.735666666666669,,200000,77000,0.3,7850,0.368162,0.603828,0.024703,0.01222,0.353819,1.015474,1.06043,0.0,96.561364
Steel 40ChN GOST 4543-71,Quenching and cooling in the oil,1200,1000,7.041849206349208,,200000,77000,0.3,7850,0.376354,0.520117,0.007939,0.256143,0.171111,1.043731,0.912488,0.0,96.712117
Steel 12ChN2 GOST 4543-71,Quenching and cooling in the oil,800,600,18.238666666666646,,211000,82000,0.29,7880,0.12,0.808799,0.017337,0.011051,0.96705,1.644407,0.949297,0.0,95.482059
Steel 12ChN2 GOST 4543-71,"Case hardening,quenching and cooling in the oil",800,600,18.238666666666646,,211000,82000,0.29,7880,0.12,0.899342,0.014184,0.003497,1.029615,1.544694,0.978975,0.0,95.409694
Steel 12ChN3A GOST 4543-71,Improved,950,700,11.0,,200000,77000,0.3,7850,0.12,0.614895,0.012294,0.310393,1.041788,1.529188,1.064821,0.0,95.306621
Steel 12ChN3A GOST 4543-71,Quenching and heating,1000,850,9.127055555555554,,200000,77000,0.3,7850,0.12,0.704246,0.025393,0.318299,1.037251,1.891763,1.18758,0.0,94.715467
Steel 20Ch2N4A GOST 4543-71,Quenching and heating,680,450,12.601,,203000,78000,0.3,7850,0.318675,0.693658,0.028118,0.028485,0.178344,0.855755,0.852122,0.0,97.044842
Steel 20Ch2N4A GOST 4543-71,"Case hardening,quenching and cooling in the oil",1100,850,10.0,,203000,78000,0.3,7850,0.209481,0.431406,0.004672,0.019994,0.191601,1.098502,1.098288,0.0,96.946055
Steel 20Ch2N4A GOST 4543-71,Quenching and cooling in the oil,1300,1100,8.404904761904763,,203000,78000,0.3,7850,0.258087,0.698466,0.029448,0.222723,0.260785,0.898058,1.064151,0.0,96.568282
Steel 30ChGS GOST 4543-71,Annealing,600,360,11.576,,213000,82000,0.3,7850,0.312874,0.327646,0.03529,0.320076,0.34121,0.0,1.103278,0.0,97.559625
Steel 30ChGSA GOST 4543-71,Improved,1100,850,10.026222222222215,,215000,83000,0.3,7850,0.292531,0.283419,0.016625,0.18405,0.288293,0.0,1.082964,0.0,97.852118
Steel 30ChGSA GOST 4543-71,Quenching and cooling in the oil,1500,1300,7.59888888888889,,215000,83000,0.3,7850,0.280027,0.365898,0.010183,0.333615,0.253806,0.0,1.17076,0.0,97.585711
Steel 38Ch210 GOST 4543-71,Quenching and cooling in the oil,800,700,14.638666666666667,,215000,83000,0.3,7850,0.360881,0.542951,0.036053,0.39708,0.350597,1.022948,1.040648,0.0,96.248841
Steel 38ChA GOST 4543-71,Quenched and tempered,930,785,12.0,,206000,80000,0.29,7860,0.412642,0.468491,0.026363,0.069977,0.185119,1.06038,0.85491,0.0,96.922118
Steel 20 GOST 1577-93,normalized,475,230,27.0,156.0,206000,80000,0.29,7860,0.274408,0.654579,0.028448,0.339142,0.191633,0.989099,0.952244,0.0,96.570447
Steel 20 GOST 1577-93,normalized,450,210,25.0,156.0,206000,80000,0.29,7860,0.340634,0.402357,0.007859,0.279772,0.262837,1.086035,0.86151,0.0,96.758996
Steel 20 GOST 1577-93,Quenched and tempered,625,350,20.0,156.0,206000,80000,0.29,7860,0.215149,0.589375,0.0353,0.344335,0.266731,0.9914,1.068445,0.0,96.489265
Steel 20 GOST 1577-93,Quenched and tempered,575,300,22.0,156.0,206000,80000,0.29,7860,0.194655,0.474933,0.019559,0.38355,0.261666,0.914733,0.921363,0.0,96.829541
Steel 25 GOST 1577-93,normalized,495,260,25.0,170.0,206000,80000,0.29,7860,0.25,1.1,0.029375,0.201665,0.167385,0.0,1.041288,0.0,97.210288
Steel 25 GOST 1577-93,normalized,495,240,25.0,170.0,206000,80000,0.29,7860,0.25,1.1,0.031951,0.323566,0.17622,0.0,0.871523,0.0,97.246739
Steel 25 GOST 1577-93,normalized,475,220,23.0,170.0,206000,80000,0.29,7860,0.25,1.1,0.015554,0.230381,0.245637,0.0,1.011425,0.0,97.147003
Steel 25 GOST 1577-93,Quenched and tempered,625,370,19.0,170.0,206000,80000,0.29,7860,0.25,1.1,0.007826,0.31205,0.157706,0.0,0.813523,0.0,97.358895
Steel 25 GOST 1577-93,Quenched and tempered,575,320,21.0,170.0,206000,80000,0.29,7860,0.25,1.1,0.031951,0.323566,0.17622,0.0,0.871523,0.0,97.246739
Steel 30 GOST 1577-93,normalized,540,280,23.0,179.0,206000,80000,0.29,7860,0.32721,0.359178,0.03048,0.116296,0.256297,0.0,1.118374,0.0,97.792165
Steel 30 GOST 1577-93,normalized,540,250,23.0,179.0,206000,80000,0.29,7860,0.336555,0.288846,0.000344,0.436957,0.19906,0.0,0.999237,0.0,97.739001
Steel 30 GOST 1577-93,normalized,520,230,21.0,179.0,206000,80000,0.29,7860,0.315009,0.345048,0.020062,0.3893,0.239148,0.0,0.972611,0.0,97.718821
Steel 30 GOST 1577-93,Quenched and tempered,675,400,18.0,179.0,206000,80000,0.29,7860,0.306304,0.356757,0.043831,0.253545,0.322963,0.0,1.093372,0.0,97.623227
Steel 30 GOST 1577-93,Quenched and tempered,625,350,20.0,179.0,206000,80000,0.29,7860,0.292848,0.368674,0.003111,0.19593,0.34465,0.0,0.904038,0.0,97.890748
Steel 30 GOST 1577-93,Quenched and tempered,575,300,21.0,179.0,206000,80000,0.29,7860,0.342989,0.203445,0.01971,0.143292,0.224389,0.0,1.19085,0.0,97.875324
Steel 35 GOST 1577-93,normalized,575,300,21.0,207.0,206000,80000,0.29,7860,0.377905,0.420833,0.012651,0.099067,0.332436,0.0,1.001849,0.0,97.755259
Steel 35 GOST 1577-93,normalized,575,270,21.0,207.0,206000,80000,0.29,7860,0.340136,0.607597,0.007801,0.382751,0.236242,0.0,0.944609,0.0,97.480863
Steel 35 GOST 1577-93,normalized,555,245,19.0,207.0,206000,80000,0.29,7860,0.351427,0.651035,0.002388,0.010191,0.186793,0.0,0.950718,0.0,97.847447
Steel 35 GOST 1577-93,Quenched and tempered,705,430,17.0,187.0,206000,80000,0.29,7860,0.368634,0.618832,0.024563,0.218277,0.303959,0.0,0.937969,0.0,97.527766
Steel 35 GOST 1577-93,Quenched and tempered,675,370,19.0,187.0,206000,80000,0.29,7860,0.386828,0.611907,0.037797,0.301524,0.269788,0.0,1.040502,0.0,97.351654
Steel 35 GOST 1577-93,Quenched and tempered,625,320,20.0,187.0,206000,80000,0.29,7860,0.389229,0.744686,0.006783,0.293006,0.380543,0.0,1.096457,0.0,97.089297
Steel 40 GOST 1577-93,normalized,625,320,19.0,217.0,206000,80000,0.29,7860,0.294719,0.462504,0.018462,0.112679,0.207257,0.818327,0.8961,0.0,97.189952
Steel 40 GOST 1577-93,normalized,625,290,19.0,217.0,206000,80000,0.29,7860,0.206543,0.618388,0.036299,0.368871,0.369137,0.842443,0.830375,0.0,96.727945
Steel 40 GOST 1577-93,normalized,605,260,17.0,217.0,206000,80000,0.29,7860,0.193416,0.466484,0.002899,0.251017,0.321784,1.064445,0.94744,0.0,96.752514
Steel 40 GOST 1577-93,Quenched and tempered,725,460,16.0,187.0,206000,80000,0.29,7860,0.243903,0.520979,0.001193,0.258209,0.359567,1.064946,0.843339,0.0,96.707864
Steel 40 GOST 1577-93,Quenched and tempered,705,400,18.0,187.0,206000,80000,0.29,7860,0.219202,0.407534,0.023024,0.096565,0.203795,0.812907,1.002556,0.0,97.234417
Steel 40 GOST 1577-93,Quenched and tempered,675,350,19.0,187.0,206000,80000,0.29,7860,0.349099,0.414345,0.03471,0.190565,0.298215,0.888758,1.072205,0.0,96.752103
Steel 45 GOST 1577-93,normalized,675,340,17.0,229.0,206000,80000,0.29,7860,0.189831,0.600469,0.018601,0.031406,0.337733,0.993025,0.990744,0.0,96.83819
Steel 45 GOST 1577-93,normalized,675,305,17.0,229.0,206000,80000,0.29,7860,0.170111,0.692905,0.000382,0.340268,0.197904,1.072206,1.066067,0.0,96.460157
Steel 45 GOST 1577-93,normalized,655,275,15.0,229.0,206000,80000,0.29,7860,0.229611,0.633664,0.020943,0.306037,0.355651,1.025035,0.88886,0.0,96.540198
Steel 45 GOST 1577-93,Quenched and tempered,775,500,14.0,197.0,206000,80000,0.29,7860,0.337337,0.630081,0.005153,0.357209,0.368355,0.84151,0.912352,0.0,96.548002
Steel 45 GOST 1577-93,Quenched and tempered,725,430,16.0,197.0,206000,80000,0.29,7860,0.172537,0.550258,0.115926,0.074378,0.342496,0.0,1.063014,0.0,97.681392
Steel 45 GOST 1577-93,Quenched and tempered,705,370,17.0,197.0,206000,80000,0.29,7860,0.136651,0.543984,0.289504,0.105552,0.339471,0.0,0.942093,0.0,97.642745
Steel 50 GOST 1577-93,normalized,710,355,16.0,241.0,206000,80000,0.29,7860,0.121302,0.514154,0.254858,0.022857,0.373355,0.0,0.910241,0.0,97.803233
Steel 50 GOST 1577-93,normalized,710,320,16.0,241.0,206000,80000,0.29,7860,0.154969,0.559101,0.073191,0.156648,0.155907,0.0,0.921222,0.0,97.978962
Steel 50 GOST 1577-93,normalized,690,290,14.0,241.0,206000,80000,0.29,7860,0.122233,0.589672,0.107917,0.13001,0.199255,0.0,1.075592,0.0,97.775322
Steel 50 GOST 1577-93,Quenched and tempered,825,520,13.0,207.0,206000,80000,0.29,7860,0.150093,0.4694,0.232985,0.364369,0.197762,0.0,0.816369,0.0,97.769023
Steel 50 GOST 1577-93,Quenched and tempered,775,460,15.0,207.0,206000,80000,0.29,7860,0.159728,0.509186,0.212145,0.067753,0.289816,0.0,0.880757,0.0,97.880615
Steel 50 GOST 1577-93,Quenched and tempered,725,400,16.0,207.0,206000,80000,0.29,7860,0.125553,0.48519,0.054293,0.313,0.341956,0.0,0.884183,0.0,97.795825
Steel 55 GOST 1577-93,normalized,750,370,15.0,255.0,206000,80000,0.29,7860,0.12379,0.443244,0.199657,0.019489,0.271121,0.0,0.818186,0.0,98.124513
Steel 55 GOST 1577-93,normalized,750,330,15.0,255.0,206000,80000,0.29,7860,0.177762,0.401831,0.100746,0.19888,0.320205,0.0,1.031332,0.0,97.769244
Steel 55 GOST 1577-93,normalized,730,300,13.0,255.0,206000,80000,0.29,7860,0.3324,0.248336,0.003298,0.282444,0.232375,0.0,1.157168,0.0,97.743979
Steel 55 GOST 1577-93,Quenched and tempered,875,550,12.0,217.0,206000,80000,0.29,7860,0.292627,0.173664,0.036513,0.108992,0.189953,0.0,0.929391,0.0,98.26886
Steel 55 GOST 1577-93,Quenched and tempered,825,500,14.0,217.0,206000,80000,0.29,7860,0.33364,0.19934,0.043462,0.354308,0.336326,0.0,1.143866,0.0,97.589059
Steel 55 GOST 1577-93,Quenched and tempered,775,430,15.0,217.0,206000,80000,0.29,7860,0.34953,0.320716,0.020216,0.241485,0.29088,0.0,1.032014,0.0,97.74516
Steel 60 GOST 1577-93,normalized,785,380,14.0,255.0,206000,80000,0.29,7860,0.292434,0.359891,0.044134,0.265898,0.210229,0.0,0.98412,0.0,97.843293
Steel 60 GOST 1577-93,normalized,785,340,14.0,255.0,206000,80000,0.29,7860,0.278698,0.350335,0.012592,0.002016,0.317703,0.0,1.119089,0.0,97.919568
Steel 60 GOST 1577-93,normalized,755,310,12.0,255.0,206000,80000,0.29,7860,0.331602,0.190168,0.041517,0.171486,0.335251,0.0,1.162506,0.0,97.76747
Steel 60 GOST 1577-93,Quenched and tempered,925,580,11.0,229.0,206000,80000,0.29,7860,0.273709,0.256631,0.00126,0.280191,0.223041,0.0,1.115008,0.0,97.850159
Steel 60 GOST 1577-93,Quenched and tempered,875,520,13.0,229.0,206000,80000,0.29,7860,0.297086,0.33562,0.02276,0.414822,0.330349,0.0,1.006072,0.0,97.593291
Steel 60 GOST 1577-93,Quenched and tempered,825,450,14.0,229.0,206000,80000,0.29,7860,0.322854,0.307487,0.009103,0.4284,0.218177,0.0,1.060182,0.0,97.653796
Steel 30Ch GOST 1577-93,Quenched and tempered,925,650,12.0,187.0,206000,80000,0.29,7860,0.371725,0.619333,0.028515,0.225236,0.297605,0.0,0.802559,0.0,97.655027
Steel 30Ch GOST 1577-93,Quenched and tempered,825,550,14.0,187.0,206000,80000,0.29,7860,0.32381,0.504699,0.004915,0.366981,0.332734,0.0,0.998034,0.0,97.468828
Steel 30Ch GOST 1577-93,Quenched and tempered,725,410,15.0,187.0,206000,80000,0.29,7860,0.390312,0.586532,0.018273,0.234082,0.210142,0.0,0.88077,0.0,97.679889
Steel 38ChA GOST 1577-93,Quenched and tempered,1050,750,11.0,207.0,206000,80000,0.29,7860,0.34554,0.522111,0.016043,0.363445,0.275677,0.0,1.044487,0.0,97.432697
Steel 38ChA GOST 1577-93,Quenched and tempered,925,630,13.0,207.0,206000,80000,0.29,7860,0.386185,0.740752,0.010639,0.006405,0.367104,0.0,1.006781,0.0,97.482134
Steel 38ChA GOST 1577-93,Quenched and tempered,825,510,14.0,207.0,206000,80000,0.29,7860,0.333594,0.575191,0.021565,0.338293,0.233172,0.0,0.832719,0.0,97.665466
Steel 40Ch GOST 1577-93,Quenched and tempered,1100,800,10.0,217.0,206000,80000,0.29,7860,0.394571,0.681421,0.008488,0.155311,0.395455,0.0,0.911651,0.0,97.453103
Steel 40Ch GOST 1577-93,Quenched and tempered,1000,660,12.0,217.0,206000,80000,0.29,7860,0.339698,0.76116,0.014561,0.391694,0.177381,0.0,0.992352,0.0,97.323154
Steel 40Ch GOST 1577-93,Quenched and tempered,875,560,14.0,217.0,206000,80000,0.29,7860,0.336493,0.767427,0.008511,0.083319,0.232603,0.0,1.041981,0.0,97.529667
Steel 15L GOST 977-88,normalized,392,196,24.0,,200000,77000,0.3,7820,0.339369,0.57088,0.025535,0.336397,0.362223,0.0,1.000003,0.0,97.365594
Steel 20L GOST 977-88,normalized,412,216,22.0,,200000,77000,0.3,7820,0.294719,0.462504,0.018462,0.112679,0.207257,0.818327,0.8961,0.0,97.189952
Steel 25L GOST 977-88,normalized,441,235,19.0,,205000,79000,0.3,7830,0.206543,0.618388,0.036299,0.368871,0.369137,0.842443,0.830375,0.0,96.727945
Steel 30L GOST 977-88,normalized,471,255,17.0,,210000,81000,0.3,7810,0.193416,0.466484,0.002899,0.251017,0.321784,1.064445,0.94744,0.0,96.752514
Steel 35L GOST 977-88,normalized,491,275,15.0,,212000,82000,0.29,7830,0.243903,0.520979,0.001193,0.258209,0.359567,1.064946,0.843339,0.0,96.707864
Steel 40L GOST 977-88,normalized,520,294,14.0,,215000,83000,0.3,7810,0.219202,0.407534,0.023024,0.096565,0.203795,0.812907,1.002556,0.0,97.234417
Steel 45L GOST 977-88,normalized,540,314,12.0,,215000,83000,0.3,7800,0.349099,0.414345,0.03471,0.190565,0.298215,0.888758,1.072205,0.0,96.752103
Steel 50L GOST 977-88,normalized,569,334,11.0,,219000,85000,0.29,7820,0.189831,0.600469,0.018601,0.031406,0.337733,0.993025,0.990744,0.0,96.83819
Steel 20GL GOST 977-88,normalized,540,275,18.0,,200000,77000,0.3,7820,0.170111,0.692905,0.000382,0.340268,0.197904,1.072206,1.066067,0.0,96.460157
Steel 35GL GOST 977-88,normalized,540,294,12.0,,200000,77000,0.3,7820,0.229611,0.633664,0.020943,0.306037,0.355651,1.025035,0.88886,0.0,96.540198
Steel 35GL GOST 977-88,Quenching and cooling in the water,589,343,13.953666666666669,,200000,77000,0.3,7820,0.337337,0.630081,0.005153,0.357209,0.368355,0.84151,0.912352,0.0,96.548002
Steel 20GSL GOST 977-88,normalized,540,294,18.0,,200000,77000,0.3,7820,0.172537,0.550258,0.115926,0.074378,0.342496,0.0,1.063014,0.0,97.681392
Steel 30GSL GOST 977-88,normalized,589,343,14.0,,200000,77000,0.3,7820,0.136651,0.543984,0.289504,0.105552,0.339471,0.0,0.942093,0.0,97.642745
Steel 30GSL GOST 977-88,Quenching and cooling in the water,638,392,13.745499999999998,,200000,77000,0.3,7820,0.121302,0.514154,0.254858,0.022857,0.373355,0.0,0.910241,0.0,97.803233
Steel 20G1FL GOST 977-88,normalized,510,314,17.0,,200000,77000,0.3,7820,0.154969,0.559101,0.073191,0.156648,0.155907,0.0,0.921222,0.0,97.978962
Steel 20FL GOST 977-88,normalized,491,294,18.0,,200000,77000,0.3,7820,0.122233,0.589672,0.107917,0.13001,0.199255,0.0,1.075592,0.0,97.775322
Steel 30ChGSFL GOST 977-88,normalized,589,392,15.0,,200000,77000,0.3,7820,0.150093,0.4694,0.232985,0.364369,0.197762,0.0,0.816369,0.0,97.769023
Steel 45FL GOST 977-88,normalized,589,392,12.0,,200000,77000,0.3,7820,0.159728,0.509186,0.212145,0.067753,0.289816,0.0,0.880757,0.0,97.880615
Steel 20ChML GOST 977-88,normalized,441,245,18.0,,215000,83000,0.3,7800,0.125553,0.48519,0.054293,0.313,0.341956,0.0,0.884183,0.0,97.795825
Steel 20ChMFL GOST 977-88,normalized,491,275,16.0,,200000,77000,0.3,7820,0.12379,0.443244,0.199657,0.019489,0.271121,0.0,0.818186,0.0,98.124513
Steel 20GNMFL GOST 977-88,normalized,589,491,15.0,,200000,77000,0.3,7820,0.177762,0.401831,0.100746,0.19888,0.320205,0.0,1.031332,0.0,97.769244
Steel 35ChML GOST 977-88,normalized,589,392,12.0,,215000,83000,0.3,7840,0.3324,0.248336,0.003298,0.282444,0.232375,0.0,1.157168,0.0,97.743979
Steel 30ChNML GOST 977-88,normalized,687,540,12.0,,200000,77000,0.3,7820,0.292627,0.173664,0.036513,0.108992,0.189953,0.0,0.929391,0.0,98.26886
Steel 35ChGSL GOST 977-88,normalized,589,343,14.0,,215000,83000,0.3,7800,0.33364,0.19934,0.043462,0.354308,0.336326,0.0,1.143866,0.0,97.589059
Steel 35ChGSL GOST 977-88,Quenching and cooling in the water,785,589,16.278666666666656,,215000,83000,0.3,7800,0.34953,0.320716,0.020216,0.241485,0.29088,0.0,1.032014,0.0,97.74516
Steel 20DChL GOST 977-88,normalized,491,392,12.0,,200000,77000,0.3,7820,0.292434,0.359891,0.044134,0.265898,0.210229,0.0,0.98412,0.0,97.843293
Steel 08GDNFL GOST 977-88,normalized,441,343,18.0,,212000,82000,0.29,7820,0.278698,0.350335,0.012592,0.002016,0.317703,0.0,1.119089,0.0,97.919568
Steel 13ChNDFTL GOST 977-88,normalized,491,392,18.0,,200000,77000,0.3,7820,0.331602,0.190168,0.041517,0.171486,0.335251,0.0,1.162506,0.0,97.76747
Steel 12DN2FL GOST 977-88,normalized,638,540,12.0,,200000,77000,0.3,7820,0.273709,0.256631,0.00126,0.280191,0.223041,0.0,1.115008,0.0,97.850159
Steel 25L GOST 977-88,Quenched and tempered,491,294,22.0,,205000,79000,0.3,7830,0.297086,0.33562,0.02276,0.414822,0.330349,0.0,1.006072,0.0,97.593291
Steel 30L GOST 977-88,Quenched and tempered,491,294,17.0,,205000,79000,0.3,7810,0.322854,0.307487,0.009103,0.4284,0.218177,0.0,1.060182,0.0,97.653796
Steel 35L GOST 977-88,Quenched and tempered,540,343,16.0,,205000,79000,0.3,7830,0.371725,0.619333,0.028515,0.225236,0.297605,0.0,0.802559,0.0,97.655027
Steel 40L GOST 977-88,Quenched and tempered,540,343,14.0,,205000,79000,0.3,7810,0.32381,0.504699,0.004915,0.366981,0.332734,0.0,0.998034,0.0,97.468828
